	shannon_entropy
GA17	0.954519661494919
GA18	1.01167712964273
GA20	0.892334138554857
GA29	0.854560096862992
GA33	0.892981172173599
GA40	0.816757490289401
GA47	1.3003512377418
GA64	1.5455715102541
GA65	0.752289518137603
GA67	0.792965015345528
GA77	0.874771737409532
GA79	0.753892425144068
GA83	0.801695888897418
GA86	0.937912560244719
GA87	0.794817700584063
GA90	1.44779795973872
GA92	1.1720751832707
GA96	0.822619593689236
GB101	0.941797199514717
GB102	0.810367266657681
GB105	1.75833837058402
GB108	1.81875785559816
GB110	0.887265450753845
GB111	1.39015073543333
GB118	0.799250220753308
GB119	0.974784570279082
GB120	1.3046899254592
GB123	1.78091677474744
GB124	1.72818090119248
GB128	0.77300957478812
GB130	1.22789831148501
GB132	1.30611194949158
GB136	1.15741399181019
GB141	1.41317266677515
GB148	1.36439410797189
GB151	0.830151602520071
GB154	1.3421142782018
GB155	1.0309585746899
GB158	1.47450764570898
GB161	1.29199687263476
GB163	1.90338251292216
GB164	1.33144526177318
GB165	0.799911214408658
GB168	1.2220781741685
GB169	0.932664657516059
GB171	1.40068054596803
GB172	1.7093921111492
GB174	1.67296454363152
GB175	1.05105103024709
GB176	1.72295260320453
GB178	0.743996620091744
GB183	1.61788354570838
GB185	1.78065224281676
GB189	0.835005652735829
GB191	1.28759336110023
GCDF193	1.32654692118636
GCDF194	1.17369594723784
GCDF197	2.57277679921767
GCDF200	1.46285475015707
GCDF202	0.772504464709566
GCDF204	0.713830420385332
GCDF206	1.29889818434392
GCDF214	0.666307030669128
GCDF215	1.07227160284707
GCDF221	1.41865394804442
GCDF223	1.5831713511194
GCDF287	1.35230439668205
GCDF288	1.47351646262162
