#SampleID	faith_pd
GA11	2.0153891893785
GA13	1.9009584819991
GA17	1.95632700067115
GA18	2.04087801664677
GA19	2.17069889301464
GA20	1.92230040972539
GA24	1.79691426556983
GA27	1.90194077003481
GA28	3.01422088161711
GA29	1.76944269807141
GA33	2.34662636129014
GA35	1.88888570197799
GA37	1.8672506889621
GA39	1.80754391296521
GA40	1.71988240598153
GA41	1.95849140181017
GA44	1.75725026955882
GA45	2.13116842346693
GA5	1.79187078050045
GA58	1.79691425956983
GA59	2.787337519804
GA60	1.8133399188824
GA63	2.01154818138349
GA65	1.63825179231791
GA67	1.70017115765485
GA7	1.9129178213346
GA71	1.98373871182185
GA72	5.28684071457434
GA76	1.87208969086591
GA77	1.90365727450666
GA79	1.67396870882444
GA82	1.99828692642029
GA83	1.72422765020175
GA85	1.95124843990292
GA86	2.10598471953538
GA87	1.62801534767546
GA92	2.05309401013019
GA96	1.92262451737426
GB101	1.77550026379378
GB102	1.73430696220346
GB116	1.79386318341514
GB118	1.72708380000852
GB119	1.89248050359954
GB127	1.73131612224392
GB128	1.63142749588961
GB130	1.79691425956983
GB144	1.94987747432583
GB147	1.75906109483349
GB149	1.77555672648698
GB151	1.79811807110338
GB155	1.88212178517111
GB157	2.03172979726254
GB164	2.16653721177414
GB165	1.65304554053877
GB169	1.81618506317332
GB175	1.79691425956983
GB178	1.61948378787605
GB189	1.77287449180439
GB98	1.78968651207791
GCDF194	2.55864489252159
GCDF197	2.84337379087302
GCDF202	1.63788672038022
GCDF209	1.82860023299302
GCDF213	1.80146708695582
GCDF215	2.36364216127227
GCDF217	1.96561701399528
GCDF218	1.76863916778064
GCDF220	2.72987834027584
GCDF222	1.95689333369895
GCDF224	1.87639468997553
GCDF225	1.83593065109071
GCDF226	1.64588598991251
GCDF227	2.0166488291613
GCDF228	1.94902880040454
GCDF229	1.96859563677604
GCDF230	1.77708226456433
GCDF231	1.74562032862619
GCDF232	1.93880385580772
GCDF235	1.8700594783577
GCDF236	1.7974816533072
GCDF237	1.81348005504227
GCDF238	1.72122392629607
GCDF239	3.45984428666691
GCDF240	1.91577319786647
GCDF241	2.10708933532937
GCDF243	1.84194978605
GCDF244	1.77098011225494
GCDF245	1.86273750609397
GCDF246	1.74075447706438
GCDF247	1.82120215814943
GCDF248	1.98939274665193
GCDF249	2.27410296986277
GCDF251	2.20939577175976
GCDF252	2.94712394296216
GCDF254	1.75763828469911
GCDF255	1.79459043358793
GCDF256	1.86119625964149
GCDF257	1.74207632739057
GCDF259	1.88856415698041
GCDF260	1.79844930898011
GCDF261	1.78174199911826
GCDF262	1.81411718463936
GCDF263	1.94487171770886
GCDF265	1.77810606598635
GCDF266	1.86159900542083
GCDF267	1.75743536670417
GCDF269	1.90080383569055
GCDF271	1.84096433541396
GCDF272	1.81175728861867
GCDF273	1.7175862795478
GCDF274	1.85195015611268
GCDF275	2.04151217628518
GCDF277	1.76120577553492
GCDF278	1.808355799604
GCDF279	1.76945457417759
GCDF280	1.7884131246766
GCDF281	1.73459199080596
GCDF282	1.8073953363747
GCDF284	1.81174405991564
GCDF285	2.14515170238576
GCDF286	1.82892380460306
